model|latency|file|prediction|truth
small|0.18|sentence_12.wav| I was born on January 15 1995|I was born on January 15, 1995.
small|0.18|sentence_12.wav| I was born on January 15 1995|I was born on January 15, 1995.
small|0.20|sentence_12.wav| I was born on January 15 1995|I was born on January 15, 1995.
small|0.18|sentence_12.wav| I was born on January 15 1995|I was born on January 15, 1995.
small|0.18|sentence_12.wav| I was born on January 15 1995|I was born on January 15, 1995.
small|0.21|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.20|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.21|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.20|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.20|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.20|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.22|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.22|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.20|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.21|sentence_13.wav| I have 3200 emails in my inbox.|I have 32 unread emails in my inbox.
small|0.28|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.29|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.30|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.29|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.28|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.28|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.30|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.29|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.28|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.30|sentence_14.wav| The meeting starts at 9 a.m. and ends at 11 30 a.m.|The meeting starts at 9 AM and ends at 11:30 AM.
small|0.20|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.19|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.19|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.21|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.21|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.20|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.20|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.19|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.19|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.19|sentence_15.wav| There are 24 hours in a day.|There are 24 hours in a day.
small|0.22|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.22|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.23|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.21|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.21|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.21|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.21|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.20|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.21|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.22|sentence_16.wav| The price of the item is $99.99|The price of the item is $99.99.
small|0.22|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.23|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.21|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.22|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.24|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.22|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.23|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.22|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.22|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.22|sentence_17.wav| I'll need three cups of flour and two eggs.|I’ll need 3 cups of flour and 2 eggs.
small|0.25|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.22|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.23|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.22|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.23|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.23|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.22|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.23|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.23|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.23|sentence_18.wav| The train arrives at 3.45 in the afternoon.|The train arrives at 3:45 in the afternoon.
small|0.26|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.26|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.25|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.26|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.25|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.26|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.24|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.25|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.25|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.25|sentence_19.wav| It's a sunny day with a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
small|0.20|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.22|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.20|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.21|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.22|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.20|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.20|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.19|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.22|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.22|sentence_2.wav| I hope you're having a great day.|I hope you’re having a great day!
small|0.18|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.21|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.18|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.19|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.19|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.18|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.20|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.19|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.21|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.23|sentence_20.wav| The temperature is 22 degrees Celsius.|The temperature is 22 degrees Celsius.
small|0.18|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.20|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.18|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.18|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.18|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.19|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.19|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.20|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.18|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.20|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
small|0.25|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.22|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.23|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.23|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.27|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.23|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.24|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.23|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.27|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.24|sentence_22.wav| It's windy outside so hold on to your head.|It’s windy outside, so hold on to your hat.
small|0.19|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.18|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.21|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.23|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.21|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.20|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.18|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.24|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.20|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.19|sentence_23.wav| Where's the nearest grocery store?|Where is the nearest grocery store?
small|0.19|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.17|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.19|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.18|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.20|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.19|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.19|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.18|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.18|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.17|sentence_24.wav| What's your favorite movie?|What’s your favorite movie?
small|0.24|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.23|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.22|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.23|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.28|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.24|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.23|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.22|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.23|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.22|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
small|0.22|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.22|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.22|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.22|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.23|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.22|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.29|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.25|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.22|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.23|sentence_26.wav| Can you repeat that? I didn't catch it.|Can you repeat that? I didn’t catch it.
small|0.20|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.19|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.20|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.20|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.19|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.20|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.21|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.20|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.20|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.20|sentence_27.wav| How far is the airport from downtown?|How far is the airport from downtown?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.23|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.19|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.21|sentence_28.wav| What's the weather like today?|What’s the weather like today?
small|0.25|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.23|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.20|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.19|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.20|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.19|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.19|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.20|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.19|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.18|sentence_29.wav| What is the capital of France?|What is the capital of France?
small|0.24|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.28|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.23|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.21|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.22|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.21|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.21|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.22|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.24|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.25|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
small|0.25|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.22|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.26|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.23|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.28|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.23|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.25|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.23|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.28|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.24|sentence_30.wav| I love the sound of waves crashing in the shore.|I love the sound of the waves crashing on the shore.
small|0.24|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.21|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.22|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.22|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.22|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.23|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.27|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.26|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.21|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.24|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
small|0.27|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.25|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.20|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.22|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.20|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.21|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.21|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.24|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.23|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.20|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
small|0.24|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.22|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.24|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.22|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.29|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.24|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.23|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.26|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.24|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.24|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
small|0.22|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.22|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.23|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.22|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.22|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.23|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.21|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.24|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.23|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.22|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
small|0.22|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.22|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.22|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.22|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.22|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.21|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.23|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.23|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.23|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.22|sentence_35.wav| She sells seashells by the seashore.|She sells seashells by the seashore.
small|0.22|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.22|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.22|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.21|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.21|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.22|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.22|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.21|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.22|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.21|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
small|0.27|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.27|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.29|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.28|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.28|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.28|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.27|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.27|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.27|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.27|sentence_37.wav| How much wood would a woodchuck chuck if a woodchuck woodchuck wood?|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
small|0.21|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.22|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.21|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.21|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.22|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.21|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.21|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.21|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.21|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.22|sentence_38.wav| Unique New York. Unique New York.|Unique New York, unique New York.
small|0.23|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.23|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.22|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.23|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.22|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.24|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.23|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.23|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.23|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.24|sentence_39.wav| Six slippery snails slid silently self-word.|Six slippery snails slid silently southward.
small|0.20|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.21|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.21|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.20|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.21|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.20|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.21|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.20|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
small|0.20|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
